,zipcode,income,state
14076,39437,247610,MS
14077,39439,62772,MS
14078,39440,289471,MS
14079,39443,436692,MS
14080,39451,82227,MS
14081,39452,540605,MS
14082,39455,140318,MS
14083,39456,23246,MS
14084,39459,66327,MS
14085,39461,12624,MS
14086,39462,19388,MS
14087,39464,41392,MS
14088,39465,490766,MS
14089,39466,463194,MS
14090,39470,216740,MS
14091,39474,81220,MS
14092,39475,290099,MS
14093,39476,133338,MS
14094,39477,13366,MS
14095,39478,33264,MS
14096,39479,109379,MS
14097,39480,50528,MS
14098,39481,34324,MS
14099,39482,246638,MS
14100,39483,93408,MS
14101,39501,253094,MS
14102,39503,1041877,MS
14103,39507,409884,MS
14104,39520,254849,MS
14105,39525,291568,MS
14106,39530,129913,MS
14107,39531,373635,MS
14108,39532,760192,MS
14109,39534,15421,MS
14110,39540,262292,MS
14111,39553,358752,MS
14112,39556,136925,MS
14113,39560,421559,MS
14114,39561,31639,MS
14115,39562,334748,MS
14116,39563,200629,MS
14117,39564,1156886,MS
14118,39565,453090,MS
14119,39567,229543,MS
14120,39571,382609,MS
14121,39572,18572,MS
14122,39573,157042,MS
14123,39574,254992,MS
14124,39576,123477,MS
14125,39577,170837,MS
14126,39581,193487,MS
14127,39601,426208,MS
14128,39629,125236,MS
14129,39630,11450,MS
14130,39631,49801,MS
14131,39633,12313,MS
14132,39638,44955,MS
14133,39641,73800,MS
14134,39643,19924,MS
14135,39645,88554,MS
14136,39647,20737,MS
14137,39648,291612,MS
14138,39652,104094,MS
14139,39653,58929,MS
14140,39654,99735,MS
14141,39656,13048,MS
14142,39657,40545,MS
14143,39661,43834,MS
14144,39662,25466,MS
14145,39663,40397,MS
14146,39664,42337,MS
14147,39665,14855,MS
14148,39666,218339,MS
14149,39667,184101,MS
14150,39668,11427,MS
14151,39669,79441,MS
14152,39701,189895,MS
14153,39702,385301,MS
14154,39705,382648,MS
14155,39730,174228,MS
14156,39735,68141,MS
14157,39736,6694,MS
14158,39739,36763,MS
14159,39740,128780,MS
14160,39741,22713,MS
14161,39743,27479,MS
14162,39744,90532,MS
14163,39745,17699,MS
14164,39746,64913,MS
14165,39747,27396,MS
14166,39750,48165,MS
14167,39751,23267,MS
14168,39752,43579,MS
14169,39755,14743,MS
14170,39756,24625,MS
14171,39759,823134,MS
14172,39760,39120,MS
14173,39762,18385,MS
14174,39766,50787,MS
14175,39767,10713,MS
14176,39769,35752,MS
14177,39772,22199,MS
14178,39773,281953,MS
14179,39776,24048,MS
14180,99999,1525616,MS
14181,0,168929700,MO
14182,63005,2143326,MO
14183,63010,954553,MO
14184,63011,1661074,MO
14185,63012,295096,MO
14186,63013,44410,MO
14187,63014,16498,MO
14188,63015,51689,MO
14189,63016,197675,MO
14190,63017,2911038,MO
14191,63019,97583,MO
14192,63020,421676,MO
14193,63021,2512610,MO
14194,63023,111486,MO
14195,63025,733109,MO
14196,63026,1538620,MO
14197,63028,720860,MO
14198,63030,5536,MO
14199,63031,1089647,MO
14200,63033,901008,MO
14201,63034,612973,MO
14202,63036,19909,MO
14203,63037,64011,MO
14204,63038,525589,MO
14205,63039,21432,MO
14206,63040,439321,MO
14207,63041,11624,MO
14208,63042,406248,MO
14209,63043,681699,MO
14210,63044,301386,MO
14211,63048,102682,MO
14212,63049,529683,MO
14213,63050,427024,MO
14214,63051,335140,MO
14215,63052,819378,MO
14216,63055,90596,MO
14217,63056,48831,MO
14218,63060,47692,MO
14219,63061,4226,MO
14220,63068,136172,MO
14221,63069,489943,MO
14222,63070,159316,MO
14223,63071,16560,MO
14224,63072,79932,MO
14225,63073,149406,MO
14226,63074,268017,MO
14227,63077,224441,MO
14228,63080,282197,MO
14229,63084,427951,MO
14230,63087,20555,MO
14231,63088,252166,MO
14232,63089,152210,MO
14233,63090,733880,MO
14234,63091,29481,MO
14235,63101,244015,MO
14236,63102,55695,MO
14237,63103,165102,MO
14238,63104,576850,MO
14239,63105,3332009,MO
14240,63106,79373,MO
14241,63107,93386,MO
14242,63108,951139,MO
14243,63109,901925,MO
14244,63110,489564,MO
14245,63111,241048,MO
14246,63112,367821,MO
14247,63113,112908,MO
14248,63114,629627,MO
14249,63115,181895,MO
14250,63116,879082,MO
14251,63117,650903,MO
14252,63118,387379,MO
14253,63119,1777152,MO
14254,63120,71489,MO
14255,63121,379201,MO
14256,63122,2557407,MO
14257,63123,1451740,MO
14258,63124,2283997,MO
14259,63125,710316,MO
14260,63126,587740,MO
14261,63127,450682,MO
14262,63128,1331143,MO
14263,63129,2006957,MO
14264,63130,1219956,MO
14265,63131,2743838,MO
14266,63132,601699,MO
14267,63133,68061,MO
14268,63134,169492,MO
14269,63135,340130,MO
14270,63136,559247,MO
14271,63137,267592,MO
14272,63138,304823,MO
14273,63139,642146,MO
14274,63140,2720,MO
14275,63141,1995753,MO
14276,63143,241310,MO
14277,63144,443178,MO
14278,63146,1329542,MO
14279,63147,119844,MO
14280,63301,1486172,MO
14281,63303,1793847,MO
14282,63304,1848084,MO
14283,63332,61015,MO
14284,63333,13035,MO
14285,63334,131957,MO
14286,63336,24596,MO
14287,63339,17350,MO
14288,63341,203126,MO
14289,63343,88196,MO
14290,63344,50006,MO
14291,63345,7102,MO
14292,63347,59975,MO
14293,63348,325142,MO
14294,63349,43951,MO
14295,63350,10896,MO
14296,63351,40075,MO
14297,63352,20864,MO
14298,63353,86719,MO
14299,63357,168087,MO
14300,63359,27481,MO
14301,63361,91914,MO
14302,63362,180028,MO
14303,63363,29382,MO
14304,63366,1640025,MO
14305,63367,1063259,MO
14306,63368,1702402,MO
14307,63369,70811,MO
14308,63373,17757,MO
14309,63376,2484651,MO
14310,63377,60304,MO
14311,63379,652724,MO
14312,63381,9168,MO
14313,63382,63465,MO
14314,63383,358485,MO
14315,63384,28972,MO
14316,63385,1478687,MO
14317,63386,13578,MO
14318,63388,14325,MO
14319,63389,155125,MO
14320,63390,275186,MO
14321,63401,469951,MO
14322,63430,10790,MO
14323,63431,5866,MO
14324,63432,6722,MO
14325,63434,9559,MO
14326,63435,71535,MO
14327,63436,24151,MO
14328,63437,26440,MO
14329,63438,7499,MO
14330,63440,27788,MO
14331,63441,23927,MO
14332,63443,6975,MO
14333,63445,74238,MO
14334,63446,8379,MO
14335,63447,15394,MO
14336,63448,30102,MO
14337,63451,6455,MO
14338,63452,23852,MO
14339,63453,6835,MO
14340,63454,20738,MO
14341,63456,96855,MO
14342,63457,6231,MO
14343,63459,96493,MO
14344,63460,5805,MO
14345,63461,136979,MO
14346,63462,37762,MO
14347,63463,12465,MO
14348,63465,8001,MO
14349,63468,52915,MO
14350,63469,24626,MO
14351,63471,14042,MO
14352,63472,6506,MO
14353,63473,5732,MO
14354,63474,7875,MO
14355,63501,369829,MO
14356,63530,16606,MO
14357,63531,7878,MO
14358,63532,20870,MO
14359,63533,12474,MO
14360,63534,15183,MO
14361,63536,10967,MO
14362,63537,28630,MO
14363,63538,3430,MO
14364,63541,5574,MO
14365,63543,4472,MO
14366,63544,11899,MO
14367,63545,17767,MO
14368,63546,29462,MO
14369,63547,5436,MO
14370,63548,21228,MO
14371,63549,43959,MO
14372,63551,4285,MO
14373,63552,171423,MO
14374,63555,64462,MO
14375,63556,58953,MO
14376,63557,3660,MO
14377,63558,11989,MO
14378,63559,19831,MO
14379,63561,17453,MO
14380,63563,8367,MO
14381,63565,67613,MO
14382,63601,244881,MO
14383,63620,17601,MO
14384,63621,18924,MO
14385,63622,13137,MO
14386,63623,11473,MO
14387,63624,46755,MO
14388,63625,5490,MO
14389,63626,16596,MO
14390,63627,68965,MO
14391,63628,265781,MO
14392,63629,16037,MO
14393,63630,53602,MO
14394,63631,12752,MO
14395,63633,5639,MO
14396,63636,7208,MO
14397,63637,17661,MO
14398,63638,43119,MO
14399,63640,581445,MO
14400,63645,199563,MO
14401,63648,20068,MO
14402,63650,64305,MO
14403,63653,11315,MO
14404,63654,9721,MO
14405,63655,19946,MO
14406,63656,7352,MO
14407,63660,36921,MO
14408,63662,20382,MO
14409,63663,10402,MO
14410,63664,125550,MO
14411,63670,281767,MO
14412,63673,45793,MO
14413,63701,1056546,MO
14414,63703,126269,MO
14415,63730,66850,MO
14416,63732,20513,MO
14417,63735,12055,MO
14418,63736,74987,MO
14419,63739,11980,MO
14420,63740,92078,MO
14421,63744,7082,MO
14422,63747,10565,MO
14423,63748,24012,MO
14424,63751,18118,MO
14425,63755,715370,MO
14426,63758,14884,MO
14427,63760,14214,MO
14428,63764,89828,MO
14429,63766,28657,MO
14430,63767,7860,MO
14431,63769,36422,MO
14432,63771,56110,MO
14433,63775,374256,MO
14434,63780,134167,MO
14435,63781,22556,MO
14436,63784,3155,MO
14437,63785,20953,MO
14438,63787,8915,MO
14439,63801,534395,MO
14440,63821,8750,MO
14441,63822,45552,MO
14442,63823,18654,MO
14443,63825,74451,MO
14444,63827,7801,MO
14445,63828,2894,MO
14446,63829,12251,MO
14447,63830,102370,MO
14448,63834,99714,MO
14449,63837,16061,MO
14450,63839,9978,MO
14451,63841,279587,MO
14452,63845,91321,MO
14453,63846,25088,MO
14454,63848,18766,MO
14455,63851,47856,MO
14456,63852,17875,MO
14457,63855,16634,MO
14458,63857,197442,MO
14459,63862,17145,MO
14460,63863,79630,MO
14461,63866,5598,MO
14462,63867,15844,MO
14463,63868,5309,MO
14464,63869,63348,MO
14465,63870,11292,MO
14466,63873,84343,MO
14467,63874,6472,MO
14468,63876,34071,MO
14469,63877,60101,MO
14470,63879,9867,MO
14471,63882,3559,MO
14472,63901,609525,MO
14473,63932,16999,MO
14474,63933,50125,MO
14475,63935,126439,MO
14476,63936,34041,MO
14477,63937,41489,MO
14478,63939,19626,MO
14479,63940,15131,MO
14480,63941,4271,MO
14481,63942,6412,MO
14482,63943,9620,MO
14483,63944,19417,MO
14484,63945,20616,MO
14485,63951,2862,MO
14486,63952,3621,MO
14487,63953,20829,MO
14488,63954,12789,MO
14489,63955,4131,MO
14490,63956,12346,MO
14491,63957,70833,MO
14492,63960,45740,MO
14493,63961,23077,MO
14494,63964,8332,MO
14495,63965,42578,MO
14496,63966,31359,MO
14497,63967,33182,MO
14498,64001,15450,MO
14499,64011,87292,MO
14500,64012,840416,MO
14501,64014,726300,MO
14502,64015,978228,MO
14503,64016,115165,MO
14504,64017,9199,MO
14505,64018,32590,MO
14506,64019,53602,MO
14507,64020,75745,MO
14508,64021,12622,MO
14509,64024,358725,MO
14510,64029,577641,MO
14511,64030,468905,MO
14512,64034,351299,MO
14513,64035,20687,MO
14514,64036,3907,MO
14515,64037,136526,MO
14516,64040,139003,MO
14517,64048,141984,MO
14518,64050,343844,MO
14519,64052,358866,MO
14520,64053,68291,MO
14521,64054,60018,MO
14522,64055,853460,MO
14523,64056,350375,MO
14524,64057,407081,MO
14525,64058,155563,MO
14526,64060,586446,MO
14527,64061,92843,MO
14528,64062,163527,MO
14529,64063,609268,MO
14530,64064,932130,MO
14531,64067,115454,MO
14532,64068,1202478,MO
14533,64070,120287,MO
14534,64071,16688,MO
14535,64074,18923,MO
14536,64075,310667,MO
14537,64076,220669,MO
14538,64077,40944,MO
14539,64078,280923,MO
14540,64079,514602,MO
14541,64080,403739,MO
14542,64081,1007712,MO
14543,64082,678551,MO
14544,64083,757011,MO
14545,64084,34182,MO
14546,64085,199123,MO
14547,64086,894093,MO
14548,64088,34238,MO
14549,64089,470867,MO
14550,64093,556883,MO
14551,64096,23606,MO
14552,64097,29537,MO
14553,64098,95825,MO
14554,64105,209744,MO
14555,64106,180802,MO
14556,64108,353189,MO
14557,64109,180299,MO
14558,64110,322828,MO
14559,64111,548324,MO
14560,64112,927096,MO
14561,64113,1117447,MO
14562,64114,848306,MO
14563,64116,530086,MO
14564,64117,273182,MO
14565,64118,1014717,MO
14566,64119,910148,MO
14567,64120,4955,MO
14568,64123,119831,MO
14569,64124,121027,MO
14570,64125,17146,MO
14571,64126,53335,MO
14572,64127,161325,MO
14573,64128,109694,MO
14574,64129,131645,MO
14575,64130,235272,MO
14576,64131,490920,MO
14577,64132,150892,MO
14578,64133,767248,MO
14579,64134,338208,MO
14580,64136,44159,MO
14581,64137,192290,MO
14582,64138,515549,MO
14583,64139,72967,MO
14584,64145,262969,MO
14585,64146,44239,MO
14586,64147,2075,MO
14587,64149,15501,MO
14588,64150,102711,MO
14589,64151,915075,MO
14590,64152,1471252,MO
14591,64153,194683,MO
14592,64154,430258,MO
14593,64155,866412,MO
14594,64156,232175,MO
14595,64157,873609,MO
14596,64158,194373,MO
14597,64161,9073,MO
14598,64163,18675,MO
14599,64164,11909,MO
14600,64165,9284,MO
14601,64166,10850,MO
14602,64167,16695,MO
14603,64401,45040,MO
14604,64402,44527,MO
14605,64421,18032,MO
14606,64422,6481,MO
14607,64423,17231,MO
14608,64424,75409,MO
14609,64426,4326,MO
14610,64427,11944,MO
14611,64428,16743,MO
14612,64429,212773,MO
14613,64430,18003,MO
14614,64431,6396,MO
14615,64434,10871,MO
14616,64436,23537,MO
14617,64437,11789,MO
14618,64439,46875,MO
14619,64440,19071,MO
14620,64442,11276,MO
14621,64443,29778,MO
14622,64444,40459,MO
14623,64445,4668,MO
14624,64446,25880,MO
14625,64448,34101,MO
14626,64449,8782,MO
14627,64451,7633,MO
14628,64454,67127,MO
14629,64455,8978,MO
14630,64456,24308,MO
14631,64457,6072,MO
14632,64459,15413,MO
14633,64461,15459,MO
14634,64463,29519,MO
14635,64465,104202,MO
14636,64466,9691,MO
14637,64468,276986,MO
14638,64469,43010,MO
14639,64470,38501,MO
14640,64471,6550,MO
14641,64473,35361,MO
14642,64474,17267,MO
14643,64475,7061,MO
14644,64476,7653,MO
14645,64477,96110,MO
14646,64479,15807,MO
14647,64480,7195,MO
14648,64481,13931,MO
14649,64482,52677,MO
14650,64483,14640,MO
14651,64484,22223,MO
14652,64485,202990,MO
14653,64486,5968,MO
14654,64487,12242,MO
14655,64489,43578,MO
14656,64490,52295,MO
14657,64491,41605,MO
14658,64492,59608,MO
14659,64493,13859,MO
14660,64494,21146,MO
14661,64497,10207,MO
14662,64498,8426,MO
14663,64501,152389,MO
14664,64503,239630,MO
14665,64504,193483,MO
14666,64505,380635,MO
14667,64506,660882,MO
14668,64507,291517,MO
14669,64601,250138,MO
14670,64620,10228,MO
14671,64622,10615,MO
14672,64623,8978,MO
14673,64624,27419,MO
14674,64625,9745,MO
14675,64628,107486,MO
14676,64630,8741,MO
14677,64631,15151,MO
14678,64632,10233,MO
14679,64633,108330,MO
14680,64635,9572,MO
14681,64636,3611,MO
14682,64637,11083,MO
14683,64638,9635,MO
14684,64640,66301,MO
14685,64641,9047,MO
14686,64642,14131,MO
14687,64643,18240,MO
14688,64644,57948,MO
14689,64645,4289,MO
14690,64646,4468,MO
14691,64647,4460,MO
14692,64648,28833,MO
14693,64649,17180,MO
14694,64650,12112,MO
14695,64651,9750,MO
14696,64652,6453,MO
14697,64653,10965,MO
14698,64657,6004,MO
14699,64658,66521,MO
14700,64659,20002,MO
14701,64660,12751,MO
14702,64661,13584,MO
14703,64664,5952,MO
14704,64667,4496,MO
14705,64668,33513,MO
14706,64670,17131,MO
14707,64671,48092,MO
14708,64672,3992,MO
14709,64673,42624,MO
14710,64674,7765,MO
14711,64679,10317,MO
14712,64682,8689,MO
14713,64683,153156,MO
14714,64686,3743,MO
14715,64688,9301,MO
14716,64689,9326,MO
14717,64701,353609,MO
14718,64720,81797,MO
14719,64722,7631,MO
14720,64723,10971,MO
14721,64724,31259,MO
14722,64725,55530,MO
14723,64726,7772,MO
14724,64728,8825,MO
14725,64730,137428,MO
14726,64733,20274,MO
14727,64734,63619,MO
14728,64735,279634,MO
14729,64738,16229,MO
14730,64739,22622,MO
14731,64740,28709,MO
14732,64741,4957,MO
14733,64742,58642,MO
14734,64743,6774,MO
14735,64744,114417,MO
14736,64746,36836,MO
14737,64747,87270,MO
14738,64748,21853,MO
14739,64750,5467,MO
14740,64752,12668,MO
14741,64755,52030,MO
14742,64756,7398,MO
14743,64759,146121,MO
14744,64761,24791,MO
14745,64762,27739,MO
14746,64763,18469,MO
14747,64767,13156,MO
14748,64769,7395,MO
14749,64770,18654,MO
14750,64771,10117,MO
14751,64772,233253,MO
14752,64776,56353,MO
14753,64778,10400,MO
14754,64779,36048,MO
14755,64780,9473,MO
14756,64783,9511,MO
14757,64784,22576,MO
14758,64788,26611,MO
14759,64790,13982,MO
14760,64801,649460,MO
14761,64804,925617,MO
14762,64830,11262,MO
14763,64831,97297,MO
14764,64832,13607,MO
14765,64834,249648,MO
14766,64835,25652,MO
14767,64836,552189,MO
14768,64840,57828,MO
14769,64841,16022,MO
14770,64842,10463,MO
14771,64843,45205,MO
14772,64844,62849,MO
14773,64847,3130,MO
14774,64848,11528,MO
14775,64850,440129,MO
14776,64854,66440,MO
14777,64855,65601,MO
14778,64856,67133,MO
14779,64857,5614,MO
14780,64858,6996,MO
14781,64859,20108,MO
14782,64861,16960,MO
14783,64862,52994,MO
14784,64863,23628,MO
14785,64865,106210,MO
14786,64866,19103,MO
14787,64867,18754,MO
14788,64870,331485,MO
14789,64873,15957,MO
14790,64874,11436,MO
14791,65001,7326,MO
14792,65010,189932,MO
14793,65011,34562,MO
14794,65013,58074,MO
14795,65014,35937,MO
14796,65016,33784,MO
14797,65017,19345,MO
14798,65018,163922,MO
14799,65020,333286,MO
14800,65023,54305,MO
14801,65024,19199,MO
14802,65025,12513,MO
14803,65026,184492,MO
14804,65032,39791,MO
14805,65034,10016,MO
14806,65035,42852,MO
14807,65037,92584,MO
14808,65039,83056,MO
14809,65040,30879,MO
14810,65041,128125,MO
14811,65043,248404,MO
14812,65046,25533,MO
14813,65047,21647,MO
14814,65049,243832,MO
14815,65050,9413,MO
14816,65051,96052,MO
14817,65052,75326,MO
14818,65053,84223,MO
14819,65054,25281,MO
14820,65058,22334,MO
14821,65059,23478,MO
14822,65061,11035,MO
14823,65063,86137,MO
14824,65064,9095,MO
14825,65065,211567,MO
14826,65066,128374,MO
14827,65067,7449,MO
14828,65068,15206,MO
14829,65069,15036,MO
14830,65072,34357,MO
14831,65074,66777,MO
14832,65075,23980,MO
14833,65076,18155,MO
14834,65077,9609,MO
14835,65078,51801,MO
14836,65079,136739,MO
14837,65080,26308,MO
14838,65081,60461,MO
14839,65082,16848,MO
14840,65083,5274,MO
14841,65084,106403,MO
14842,65085,38106,MO
14843,65101,729210,MO
14844,65109,1196257,MO
14845,65201,1032893,MO
14846,65202,1021032,MO
14847,65203,2201016,MO
14848,65230,12942,MO
14849,65231,71145,MO
14850,65232,5249,MO
14851,65233,231811,MO
14852,65236,23969,MO
14853,65237,17179,MO
14854,65239,30246,MO
14855,65240,186772,MO
14856,65243,45816,MO
14857,65244,9176,MO
14858,65247,11733,MO
14859,65248,90133,MO
14860,65250,11879,MO
14861,65251,423842,MO
14862,65254,38734,MO
14863,65255,108017,MO
14864,65256,53863,MO
14865,65257,27314,MO
14866,65258,9697,MO
14867,65259,54577,MO
14868,65260,11634,MO
14869,65261,21139,MO
14870,65262,19385,MO
14871,65263,32220,MO
14872,65264,20824,MO
14873,65265,310775,MO
14874,65270,331998,MO
14875,65274,33365,MO
14876,65275,50387,MO
14877,65276,32007,MO
14878,65279,72724,MO
14879,65281,66207,MO
14880,65283,8316,MO
14881,65284,54090,MO
14882,65285,14284,MO
14883,65287,7904,MO
14884,65301,661141,MO
14885,65305,46125,MO
14886,65321,10547,MO
14887,65322,11963,MO
14888,65323,15324,MO
14889,65324,24510,MO
14890,65325,58074,MO
14891,65326,26831,MO
14892,65327,4697,MO
14893,65329,8448,MO
14894,65330,7851,MO
14895,65332,30721,MO
14896,65333,13755,MO
14897,65334,17860,MO
14898,65335,5224,MO
14899,65336,125911,MO
14900,65337,33031,MO
14901,65338,51304,MO
14902,65339,11299,MO
14903,65340,301681,MO
14904,65344,5958,MO
14905,65345,7508,MO
14906,65347,11561,MO
14907,65348,24448,MO
14908,65349,40948,MO
14909,65350,34878,MO
14910,65351,43668,MO
14911,65354,9304,MO
14912,65355,174478,MO
14913,65360,70671,MO
14914,65401,601208,MO
14915,65438,33643,MO
14916,65440,7801,MO
14917,65441,91804,MO
14918,65444,13902,MO
14919,65446,5468,MO
14920,65449,5153,MO
14921,65452,52795,MO
14922,65453,165432,MO
14923,65456,6518,MO
14924,65457,4680,MO
14925,65459,133607,MO
14926,65462,23475,MO
14927,65463,12822,MO
14928,65464,5721,MO
14929,65466,23889,MO
14930,65470,15775,MO
14931,65473,98595,MO
14932,65479,4016,MO
14933,65483,75833,MO
14934,65486,51301,MO
14935,65534,18490,MO
14936,65535,27107,MO
14937,65536,517011,MO
14938,65542,71392,MO
14939,65543,4638,MO
14940,65548,78898,MO
14941,65550,46461,MO
14942,65552,35443,MO
14943,65555,12524,MO
14944,65556,95392,MO
14945,65557,4703,MO
14946,65559,169441,MO
14947,65560,221456,MO
14948,65565,83546,MO
14949,65566,13364,MO
14950,65567,17030,MO
14951,65570,6861,MO
14952,65571,31478,MO
14953,65580,14915,MO
14954,65582,44585,MO
14955,65583,259615,MO
14956,65584,183263,MO
14957,65588,28001,MO
14958,65590,20107,MO
14959,65591,20469,MO
14960,65601,12802,MO
14961,65604,73106,MO
14962,65605,196225,MO
14963,65606,41457,MO
14964,65608,128935,MO
14965,65609,10334,MO
14966,65610,112896,MO
14967,65611,47688,MO
14968,65612,29969,MO
14969,65613,327412,MO
14970,65614,8248,MO
14971,65616,542006,MO
14972,65617,33796,MO
14973,65619,232876,MO
14974,65620,7421,MO
14975,65622,135343,MO
14976,65624,33030,MO
14977,65625,145785,MO
14978,65626,22470,MO
14979,65627,7240,MO
14980,65629,9631,MO
14981,65630,22023,MO
14982,65631,119768,MO
14983,65632,45822,MO
14984,65633,67292,MO
14985,65634,8435,MO
14986,65635,10198,MO
14987,65637,12681,MO
14988,65638,5836,MO
14989,65640,12126,MO
14990,65641,18439,MO
14991,65644,45763,MO
14992,65646,33441,MO
14993,65647,28133,MO
14994,65648,130750,MO
14995,65649,25871,MO
14996,65650,16518,MO
14997,65652,64395,MO
14998,65653,95052,MO
14999,65655,48466,MO
15000,65656,81743,MO
15001,65658,21495,MO
15002,65661,35911,MO
15003,65662,15283,MO
15004,65663,35847,MO
15005,65667,37060,MO
15006,65668,23450,MO
15007,65669,53278,MO
15008,65672,140253,MO
15009,65674,28370,MO
15010,65676,4526,MO
15011,65679,38820,MO
15012,65680,14953,MO
15013,65681,55962,MO
15014,65682,35396,MO
15015,65685,12020,MO
15016,65686,116205,MO
15017,65689,71301,MO
15018,65690,3906,MO
15019,65692,18012,MO
15020,65702,5712,MO
15021,65704,55068,MO
15022,65705,61710,MO
15023,65706,300954,MO
15024,65707,39174,MO
15025,65708,302508,MO
15026,65710,21178,MO
15027,65711,133945,MO
15028,65712,165934,MO
15029,65713,37003,MO
15030,65714,933558,MO
15031,65717,34573,MO
15032,65720,9812,MO
15033,65721,852251,MO
15034,65722,27447,MO
15035,65723,63276,MO
15036,65724,19082,MO
15037,65725,49288,MO
15038,65729,4055,MO
15039,65731,3600,MO
15040,65732,11589,MO
15041,65733,7140,MO
15042,65734,52696,MO
15043,65737,183101,MO
15044,65738,458625,MO
15045,65739,32237,MO
15046,65740,40751,MO
15047,65742,395770,MO
15048,65745,37151,MO
15049,65746,102933,MO
15050,65747,74082,MO
15051,65752,9073,MO
15052,65753,84380,MO
15053,65754,18478,MO
15054,65755,7011,MO
15055,65756,9375,MO
15056,65757,234460,MO
15057,65759,15218,MO
15058,65760,9044,MO
15059,65761,15929,MO
15060,65762,6001,MO
15061,65764,15161,MO
15062,65767,37834,MO
15063,65768,5072,MO
15064,65769,49940,MO
15065,65770,63211,MO
15066,65771,33524,MO
15067,65772,32313,MO
15068,65773,6739,MO
15069,65774,11942,MO
15070,65775,452080,MO
15071,65777,3599,MO
15072,65778,6601,MO
15073,65779,26764,MO
15074,65781,208406,MO
15075,65785,86907,MO
15076,65786,27450,MO
15077,65787,41564,MO
15078,65788,5652,MO
15079,65789,28468,MO
15080,65790,10811,MO
15081,65791,61410,MO
15082,65793,86928,MO
15083,65802,768951,MO
15084,65803,715200,MO
15085,65804,1245859,MO
15086,65806,93185,MO
15087,65807,1005208,MO
15088,65809,883335,MO
15089,65810,819252,MO
15090,99999,1012978,MO
15091,0,28808700,MT
15092,59001,47615,MT
15093,59003,18613,MT
15094,59006,16530,MT
15095,59008,6745,MT
15096,59011,84915,MT
15097,59014,31946,MT
15098,59015,9241,MT
15099,59016,10163,MT
15100,59018,16732,MT
15101,59019,125250,MT
15102,59022,30575,MT
15103,59024,8027,MT
15104,59027,27005,MT
15105,59028,9873,MT
15106,59029,13403,MT
15107,59030,38060,MT
15108,59031,5424,MT
15109,59032,8177,MT
15110,59034,90477,MT
15111,59035,5421,MT
15112,59036,28713,MT
15113,59037,58695,MT
15114,59038,14559,MT
15115,59041,57857,MT
15116,59043,31813,MT
15117,59044,339673,MT
15118,59046,11885,MT
15119,59047,366624,MT
15120,59050,21656,MT
15121,59053,4368,MT
15122,59054,4439,MT
15123,59057,21010,MT
15124,59061,7433,MT
15125,59063,61116,MT
15126,59064,4566,MT
15127,59065,7027,MT
15128,59066,7955,MT
15129,59068,124826,MT
15130,59069,15256,MT
15131,59070,32063,MT
15132,59072,88330,MT
15133,59074,8285,MT
15134,59075,3618,MT
15135,59079,95358,MT
15136,59086,18001,MT
15137,59087,8079,MT
15138,59088,32892,MT
15139,59089,3940,MT
15140,59101,879832,MT
15141,59102,1446806,MT
15142,59105,895979,MT
15143,59106,971460,MT
15144,59201,79158,MT
15145,59212,17586,MT
15146,59213,7047,MT
15147,59215,28414,MT
15148,59218,32791,MT
15149,59221,46268,MT
15150,59222,5737,MT
15151,59223,15345,MT
15152,59225,5538,MT
15153,59226,10223,MT
15154,59230,125617,MT
15155,59231,5217,MT
15156,59241,7357,MT
15157,59243,10357,MT
15158,59247,8489,MT
15159,59248,14100,MT
15160,59254,64353,MT
15161,59255,42718,MT
15162,59259,9353,MT
15163,59261,8788,MT
15164,59262,18662,MT
15165,59263,42849,MT
15166,59270,292464,MT
15167,59275,8352,MT
15168,59301,300279,MT
15169,59313,78757,MT
15170,59317,28869,MT
15171,59323,77142,MT
15172,59324,19314,MT
15173,59326,4996,MT
15174,59327,71274,MT
15175,59330,210012,MT
15176,59336,6346,MT
15177,59337,17194,MT
15178,59344,8867,MT
15179,59347,5453,MT
15180,59349,19866,MT
15181,59351,4545,MT
15182,59353,22524,MT
15183,59401,250430,MT
15184,59404,811662,MT
15185,59405,697924,MT
15186,59410,12410,MT
15187,59411,6923,MT
15188,59412,39102,MT
15189,59414,19486,MT
15190,59416,8857,MT
15191,59417,78681,MT
15192,59420,5055,MT
15193,59421,44898,MT
15194,59422,57426,MT
15195,59425,75271,MT
15196,59427,95210,MT
15197,59430,9830,MT
15198,59433,13652,MT
15199,59434,9669,MT
15200,59436,49513,MT
15201,59442,45588,MT
15202,59443,16786,MT
15203,59444,1726,MT
15204,59446,8927,MT
15205,59447,5485,MT
15206,59448,5821,MT
15207,59450,9800,MT
15208,59451,6406,MT
15209,59452,10877,MT
15210,59453,5265,MT
15211,59456,3055,MT
15212,59457,218762,MT
15213,59464,11437,MT
15214,59467,1174,MT
15215,59468,14063,MT
15216,59471,5401,MT
15217,59472,14731,MT
15218,59474,71428,MT
15219,59477,8554,MT
15220,59479,15261,MT
15221,59480,7131,MT
15222,59482,13329,MT
15223,59483,10519,MT
15224,59484,3654,MT
15225,59485,23861,MT
15226,59486,25574,MT
15227,59487,26024,MT
15228,59489,6029,MT
15229,59501,304166,MT
15230,59520,22803,MT
15231,59521,34074,MT
15232,59522,28639,MT
15233,59523,49281,MT
15234,59524,6967,MT
15235,59525,5358,MT
15236,59526,33910,MT
15237,59527,11182,MT
