,zipcode,tot_income,state,population,city,lat,long,county,av_income
30118,16256,20208,PA,2213,SMICKSBURG,40.87,-79.17,Indiana,9131.0
30119,16258,32183,PA,1849,STRATTANVILLE,41.2,-79.32,Clarion,17406.0
30120,16259,40300,PA,1865,TEMPLETON,40.94,-79.45,Armstrong,21609.0
30121,16260,4532,PA,284,VOWINCKEL,41.37,-79.25,Clarion,15958.0
30122,16262,69995,PA,2866,WORTHINGTON,40.83,-79.63,Armstrong,24423.0
30123,16263,6115,PA,308,YATESBORO,40.81,-79.33,Armstrong,19854.0
30124,16301,317384,PA,16033,OIL CITY,41.42,-79.7,Venango,19796.0
30125,16311,9467,PA,555,CARLTON,41.47,-80.03,Mercer,17058.0
30126,16311,9467,PA,555,CARLTON,41.47,-80.03,Venango,17058.0
30127,16313,35480,PA,1662,CLARENDON,41.78,-79.09,Warren,21348.0
30128,16314,120987,PA,5411,COCHRANTON,41.51,-80.04,Crawford,22359.0
30129,16314,120987,PA,5411,COCHRANTON,41.51,-80.04,Mercer,22359.0
30130,16314,120987,PA,5411,COCHRANTON,41.51,-80.04,Venango,22359.0
30131,16316,155770,PA,5378,CONNEAUT LAKE,41.6,-80.3,Crawford,28964.0
30132,16317,29947,PA,1492,COOPERSTOWN,41.49,-79.87,Venango,20072.0
30133,16319,35125,PA,1322,CRANBERRY,41.35,-79.72,Venango,26570.0
30134,16323,353150,PA,15549,FRANKLIN,41.39,-79.83,Venango,22712.0
30135,16326,9645,PA,461,FRYBURG,41.35,-79.45,Clarion,20922.0
30136,16327,55958,PA,3186,GUYS MILLS,41.63,-79.95,Crawford,17564.0
30137,16329,9494,PA,527,IRVINE,41.84,-79.18,Warren,18015.0
30138,16333,6715,PA,273,LUDLOW,41.73,-78.95,McKean,24597.0
30139,16334,10246,PA,345,MARBLE,41.32,-79.44,Clarion,29699.0
30140,16335,628187,PA,27960,MEADVILLE,41.64,-80.14,Crawford,22467.0
30141,16340,34771,PA,1874,PITTSFIELD,41.81,-79.43,Warren,18554.0
30142,16341,39171,PA,1905,PLEASANTVILLE,41.59,-79.57,Forest,20562.0
30143,16341,39171,PA,1905,PLEASANTVILLE,41.59,-79.57,Venango,20562.0
30144,16341,39171,PA,1905,PLEASANTVILLE,41.59,-79.57,Warren,20562.0
30145,16342,42410,PA,2342,POLK,41.36,-79.93,Mercer,18108.0
30146,16342,42410,PA,2342,POLK,41.36,-79.93,Venango,18108.0
30147,16343,8343,PA,456,RENO,41.42,-79.74,Venango,18296.0
30148,16344,6841,PA,588,ROUSEVILLE,41.47,-79.68,Venango,11634.0
30149,16345,122874,PA,3432,RUSSELL,41.92,-79.14,Warren,35802.0
30150,16346,70212,PA,3360,SENECA,41.37,-79.7,Venango,20896.0
30151,16347,40890,PA,2524,SHEFFIELD,41.69,-79.02,Warren,16200.0
30152,16350,48712,PA,2924,SUGAR GROVE,41.98,-79.34,Warren,16659.0
30153,16351,28665,PA,1489,TIDIOUTE,41.68,-79.4,Warren,19251.0
30154,16352,4432,PA,257,TIONA,41.75,-79.05,Warren,17245.0
30155,16353,53164,PA,2588,TIONESTA,41.49,-79.44,Clarion,20543.0
30156,16353,53164,PA,2588,TIONESTA,41.49,-79.44,Forest,20543.0
30157,16354,198085,PA,10957,TITUSVILLE,41.62,-79.67,Crawford,18078.0
30158,16354,198085,PA,10957,TITUSVILLE,41.62,-79.67,Venango,18078.0
30159,16354,198085,PA,10957,TITUSVILLE,41.62,-79.67,Warren,18078.0
30160,16360,25618,PA,1375,TOWNVILLE,41.67,-79.88,Crawford,18631.0
30161,16362,20479,PA,1189,UTICA,41.43,-79.95,Crawford,17224.0
30162,16362,20479,PA,1189,UTICA,41.43,-79.95,Mercer,17224.0
30163,16362,20479,PA,1189,UTICA,41.43,-79.95,Venango,17224.0
30164,16364,25243,PA,1258,VENUS,41.37,-79.5,Clarion,20066.0
30165,16364,25243,PA,1258,VENUS,41.37,-79.5,Venango,20066.0
30166,16365,450407,PA,18099,WARREN,41.84,-79.14,Warren,24886.0
30167,16370,4095,PA,147,WEST HICKORY,41.58,-79.46,Forest,27857.0
30168,16371,62299,PA,3109,YOUNGSVILLE,41.85,-79.31,Warren,20038.0
30169,16372,8366,PA,448,CLINTONVILLE,41.2,-79.87,Venango,18674.0
30170,16373,78252,PA,3174,EMLENTON,41.18,-79.7,Butler,24654.0
30171,16373,78252,PA,3174,EMLENTON,41.18,-79.7,Clarion,24654.0
30172,16373,78252,PA,3174,EMLENTON,41.18,-79.7,Venango,24654.0
30173,16374,41624,PA,1980,KENNERDELL,41.27,-79.85,Venango,21022.0
30174,16401,88038,PA,6705,ALBION,41.88,-80.36,Crawford,13130.0
30175,16401,88038,PA,6705,ALBION,41.88,-80.36,Erie,13130.0
30176,16402,13452,PA,728,BEAR LAKE,41.99,-79.5,Warren,18478.0
30177,16403,125740,PA,6656,CAMBRIDGE SPRINGS,41.8,-80.06,Crawford,18891.0
30178,16403,125740,PA,6656,CAMBRIDGE SPRINGS,41.8,-80.06,Erie,18891.0
30179,16404,55345,PA,3593,CENTERVILLE,41.73,-79.76,Crawford,15404.0
30180,16405,11908,PA,813,COLUMBUS,41.95,-79.58,Warren,14647.0
30181,16406,63795,PA,3221,CONNEAUTVILLE,41.75,-80.36,Crawford,19806.0
30182,16407,207620,PA,10929,CORRY,41.92,-79.63,Crawford,18997.0
30183,16407,207620,PA,10929,CORRY,41.92,-79.63,Erie,18997.0
30184,16407,207620,PA,10929,CORRY,41.92,-79.63,Warren,18997.0
30185,16410,40894,PA,1709,CRANESVILLE,41.9,-80.34,Erie,23929.0
30186,16411,26563,PA,1682,EAST SPRINGFIELD,41.98,-80.44,Erie,15793.0
30187,16412,262042,PA,10607,EDINBORO,41.87,-80.12,Crawford,24705.0
30188,16412,262042,PA,10607,EDINBORO,41.87,-80.12,Erie,24705.0
30189,16415,449814,PA,9560,FAIRVIEW,42.03,-80.25,Erie,47052.0
30190,16417,208931,PA,7676,GIRARD,42.0,-80.31,Erie,27219.0
30191,16420,10593,PA,689,GRAND VALLEY,41.72,-79.54,Warren,15374.0
30192,16421,65460,PA,2605,HARBORCREEK,42.17,-79.93,Erie,25129.0
30193,16422,5591,PA,251,HARMONSBURG,41.66,-80.28,Crawford,22275.0
30194,16423,83793,PA,4559,LAKE CITY,42.01,-80.34,Erie,18380.0
30195,16424,86975,PA,4561,LINESVILLE,41.65,-80.42,Crawford,19069.0
30196,16426,117359,PA,3870,MC KEAN,41.99,-80.13,Erie,30325.0
30197,16427,6003,PA,223,MILL VILLAGE,41.87,-79.97,Erie,26919.0
30198,16428,323020,PA,12604,NORTH EAST,42.21,-79.83,Erie,25628.0
30199,16433,126615,PA,5288,SAEGERTOWN,41.71,-80.13,Crawford,23944.0
30200,16434,41935,PA,3093,SPARTANSBURG,41.82,-79.68,Crawford,13558.0
30201,16434,41935,PA,3093,SPARTANSBURG,41.82,-79.68,Warren,13558.0
30202,16435,32191,PA,1873,SPRINGBORO,41.8,-80.37,Crawford,17187.0
30203,16436,12009,PA,613,SPRING CREEK,41.88,-79.51,Warren,19591.0
30204,16438,150225,PA,7941,UNION CITY,41.89,-79.84,Crawford,18918.0
30205,16438,150225,PA,7941,UNION CITY,41.89,-79.84,Erie,18918.0
30206,16440,21183,PA,945,VENANGO,41.77,-80.11,Crawford,22416.0
30207,16441,284871,PA,10124,WATERFORD,41.94,-79.98,Crawford,28138.0
30208,16441,284871,PA,10124,WATERFORD,41.94,-79.98,Erie,28138.0
30209,16442,73883,PA,2875,WATTSBURG,42.0,-79.8,Erie,25698.0
30210,16443,26118,PA,1236,WEST SPRINGFIELD,41.94,-80.47,Erie,21131.0
30211,16501,9171,PA,2150,ERIE,42.12,-80.08,Erie,4266.0
30212,16502,192284,PA,15948,ERIE,42.12,-80.08,Erie,12057.0
30213,16503,120802,PA,16571,ERIE,42.12,-80.08,Erie,7290.0
30214,16504,280772,PA,15751,ERIE,42.12,-80.08,Erie,17826.0
30215,16505,688610,PA,16415,ERIE,42.12,-80.08,Erie,41950.0
30216,16506,886805,PA,24289,ERIE,42.12,-80.08,Erie,36511.0
30217,16507,118732,PA,10106,ERIE,42.12,-80.08,Erie,11749.0
30218,16508,338977,PA,16758,ERIE,42.12,-80.08,Erie,20228.0
30219,16509,852252,PA,28286,ERIE,42.12,-80.08,Erie,30130.0
30220,16510,594189,PA,25314,ERIE,42.12,-80.08,Erie,23473.0
30221,16511,275175,PA,11820,ERIE,42.12,-80.08,Erie,23280.0
30222,16601,685543,PA,33104,ALTOONA,40.5,-78.4,Blair,20709.0
30223,16602,601299,PA,29428,ALTOONA,40.5,-78.4,Blair,20433.0
30224,16611,59317,PA,2525,ALEXANDRIA,40.55,-78.1,Blair,23492.0
30225,16611,59317,PA,2525,ALEXANDRIA,40.55,-78.1,Huntingdon,23492.0
30226,16613,35949,PA,1433,ASHVILLE,40.55,-78.54,Blair,25087.0
30227,16613,35949,PA,1433,ASHVILLE,40.55,-78.54,Cambria,25087.0
30228,16617,58894,PA,2708,BELLWOOD,40.6,-78.33,Blair,21748.0
30229,16619,8371,PA,304,BLANDBURG,40.69,-78.44,Cambria,27536.0
30230,16620,7432,PA,299,BRISBIN,40.83,-78.35,Clearfield,24856.0
30231,16621,13073,PA,693,BROAD TOP,40.2,-78.14,Huntingdon,18864.0
30232,16622,4464,PA,201,CALVIN,40.3,-78.03,Huntingdon,22209.0
30233,16623,10340,PA,464,CASSVILLE,40.29,-78.02,Huntingdon,22284.0
30234,16624,5521,PA,238,CHEST SPRINGS,40.57,-78.61,Cambria,23197.0
30235,16625,64790,PA,3917,CLAYSBURG,40.29,-78.44,Bedford,16541.0
30236,16625,64790,PA,3917,CLAYSBURG,40.29,-78.44,Blair,16541.0
30237,16627,37121,PA,2303,COALPORT,40.74,-78.53,Cambria,16119.0
30238,16627,37121,PA,2303,COALPORT,40.74,-78.53,Clearfield,16119.0
30239,16630,102540,PA,4422,CRESSON,40.46,-78.58,Cambria,23189.0
30240,16634,5899,PA,286,DUDLEY,40.2,-78.17,Huntingdon,20626.0
30241,16635,386894,PA,11974,DUNCANSVILLE,40.42,-78.42,Blair,32311.0
30242,16636,21034,PA,724,DYSART,40.6,-78.5,Cambria,29052.0
30243,16637,46771,PA,2367,EAST FREEDOM,40.32,-78.45,Blair,19760.0
30244,16639,16727,PA,1437,FALLENTIMBER,40.66,-78.48,Cambria,11640.0
30245,16639,16727,PA,1437,FALLENTIMBER,40.66,-78.48,Clearfield,11640.0
30246,16640,21391,PA,786,FLINTON,40.7,-78.47,Cambria,27215.0
30247,16641,52164,PA,2461,GALLITZIN,40.48,-78.55,Blair,21196.0
30248,16641,52164,PA,2461,GALLITZIN,40.48,-78.55,Cambria,21196.0
30249,16646,49610,PA,2401,HASTINGS,40.66,-78.7,Cambria,20662.0
30250,16647,21321,PA,692,HESSTON,40.39,-78.11,Huntingdon,30811.0
30251,16648,590936,PA,15405,HOLLIDAYSBURG,40.43,-78.39,Blair,38360.0
30252,16650,34701,PA,2031,HOPEWELL,40.13,-78.26,Bedford,17086.0
30253,16651,69843,PA,5933,HOUTZDALE,40.82,-78.35,Clearfield,11772.0
30254,16652,325398,PA,18340,HUNTINGDON,40.49,-78.01,Huntingdon,17743.0
30255,16655,32093,PA,1539,IMLER,40.24,-78.54,Bedford,20853.0
30256,16656,20547,PA,1263,IRVONA,40.77,-78.55,Clearfield,16268.0
30257,16657,28179,PA,1351,JAMES CREEK,40.33,-78.18,Huntingdon,20858.0
30258,16659,6332,PA,338,LOYSBURG,40.17,-78.37,Bedford,18734.0
30259,16661,17363,PA,872,MADERA,40.82,-78.44,Clearfield,19912.0
30260,16662,135248,PA,5893,MARTINSBURG,40.31,-78.32,Bedford,22951.0
30261,16662,135248,PA,5893,MARTINSBURG,40.31,-78.32,Blair,22951.0
30262,16664,46021,PA,1956,NEW ENTERPRISE,40.16,-78.37,Bedford,23528.0
30263,16665,7881,PA,366,NEWRY,40.39,-78.43,Blair,21533.0
30264,16666,56198,PA,2961,OSCEOLA MILLS,40.85,-78.26,Centre,18979.0
30265,16666,56198,PA,2961,OSCEOLA MILLS,40.85,-78.26,Clearfield,18979.0
30266,16667,29669,PA,1446,OSTERBURG,40.18,-78.53,Bedford,20518.0
30267,16668,76111,PA,3553,PATTON,40.63,-78.64,Cambria,21422.0
30268,16669,49840,PA,2140,PETERSBURG,40.57,-78.04,Huntingdon,23290.0
30269,16671,12280,PA,555,RAMEY,40.8,-78.39,Clearfield,22126.0
30270,16673,128146,PA,5258,ROARING SPRING,40.33,-78.39,Bedford,24372.0
30271,16673,128146,PA,5258,ROARING SPRING,40.33,-78.39,Blair,24372.0
30272,16674,10373,PA,732,ROBERTSDALE,40.17,-78.09,Fulton,14171.0
30273,16674,10373,PA,732,ROBERTSDALE,40.17,-78.09,Huntingdon,14171.0
30274,16677,10956,PA,281,SANDY RIDGE,40.79,-78.21,Centre,38989.0
30275,16678,52818,PA,2711,SAXTON,40.21,-78.24,Bedford,19483.0
30276,16679,12256,PA,834,SIX MILE RUN,40.15,-78.2,Bedford,14695.0
30277,16680,10900,PA,453,SMITHMILL,40.76,-78.4,Clearfield,24062.0
30278,16683,11829,PA,394,SPRUCE CREEK,40.62,-78.14,Huntingdon,30023.0
30279,16685,5534,PA,170,TODD,40.26,-78.1,Huntingdon,32553.0
30280,16686,307715,PA,13268,TYRONE,40.67,-78.24,Blair,23192.0
30281,16686,307715,PA,13268,TYRONE,40.67,-78.24,Centre,23192.0
30282,16686,307715,PA,13268,TYRONE,40.67,-78.24,Huntingdon,23192.0
30283,16689,9053,PA,401,WATERFALL,40.12,-78.06,Fulton,22576.0
30284,16689,9053,PA,401,WATERFALL,40.12,-78.06,Huntingdon,22576.0
30285,16691,6327,PA,324,WELLS TANNERY,40.09,-78.18,Fulton,19528.0
30286,16692,13626,PA,739,WESTOVER,40.74,-78.68,Clearfield,18438.0
30287,16693,82779,PA,4441,WILLIAMSBURG,40.46,-78.2,Blair,18640.0
30288,16694,3818,PA,193,WOOD,40.16,-78.13,Huntingdon,19782.0
30289,16695,21735,PA,1037,WOODBURY,40.22,-78.36,Bedford,20959.0
30290,16701,379789,PA,17704,BRADFORD,41.96,-78.64,McKean,21452.0
30291,16720,24181,PA,1247,AUSTIN,41.63,-78.08,Potter,19391.0
30292,16726,10403,PA,604,CYCLONE,41.82,-78.58,McKean,17224.0
30293,16727,9166,PA,226,DERRICK CITY,41.97,-78.55,McKean,40558.0
30294,16729,16947,PA,900,DUKE CENTER,41.96,-78.5,McKean,18830.0
30295,16731,59776,PA,2565,ELDRED,41.95,-78.38,McKean,23304.0
30296,16732,7680,PA,373,GIFFORD,41.85,-78.56,McKean,20590.0
30297,16734,4493,PA,267,JAMES CITY,41.62,-78.83,Elk,16828.0
30298,16735,134022,PA,6055,KANE,41.66,-78.8,McKean,22134.0
30299,16738,30791,PA,2455,LEWIS RUN,41.87,-78.66,McKean,12542.0
30300,16740,25645,PA,1086,MOUNT JEWETT,41.72,-78.64,McKean,23614.0
30301,16743,84970,PA,3935,PORT ALLEGANY,41.81,-78.27,McKean,21593.0
30302,16743,84970,PA,3935,PORT ALLEGANY,41.81,-78.27,Potter,21593.0
30303,16744,6736,PA,316,REW,41.9,-78.5,McKean,21316.0
30304,16745,10234,PA,580,RIXFORD,41.92,-78.45,McKean,17645.0
30305,16746,21634,PA,1164,ROULETTE,41.77,-78.16,Potter,18586.0
30306,16748,57230,PA,2631,SHINGLEHOUSE,41.96,-78.19,McKean,21752.0
30307,16748,57230,PA,2631,SHINGLEHOUSE,41.96,-78.19,Potter,21752.0
30308,16749,88333,PA,4127,SMETHPORT,41.8,-78.44,McKean,21404.0
30309,16750,9092,PA,434,TURTLEPOINT,41.88,-78.32,McKean,20949.0
30310,16801,1076557,PA,44237,STATE COLLEGE,40.79,-77.85,Centre,24336.0
30311,16802,2998,PA,11848,UNIVERSITY PARK,40.8,-77.85,Centre,253.0
30312,16803,761271,PA,25365,STATE COLLEGE,40.79,-77.85,Centre,30013.0
30313,16820,21406,PA,1094,AARONSBURG,40.86,-77.39,Centre,19567.0
30314,16821,7179,PA,172,ALLPORT,40.97,-78.21,Clearfield,41738.0
30315,16822,50466,PA,2059,BEECH CREEK,41.07,-77.58,Centre,24510.0
30316,16822,50466,PA,2059,BEECH CREEK,41.07,-77.58,Clinton,24510.0
30317,16823,677011,PA,29255,BELLEFONTE,40.91,-77.76,Centre,23142.0
30318,16825,5304,PA,304,BIGLER,40.98,-78.32,Clearfield,17447.0
30319,16826,21944,PA,635,BLANCHARD,41.04,-77.7,Centre,34557.0
30320,16827,240585,PA,4609,BOALSBURG,40.77,-77.79,Centre,52199.0
30321,16828,139199,PA,4343,CENTRE HALL,40.84,-77.68,Centre,32051.0
30322,16829,16063,PA,588,CLARENCE,41.08,-77.87,Centre,27318.0
30323,16830,283419,PA,13658,CLEARFIELD,41.02,-78.43,Clearfield,20751.0
30324,16832,9692,PA,692,COBURN,40.85,-77.49,Centre,14006.0
30325,16833,103616,PA,5382,CURWENSVILLE,40.97,-78.51,Clearfield,19252.0
30326,16834,6015,PA,146,DRIFTING,41.0,-78.11,Clearfield,41199.0
30327,16835,5766,PA,189,FLEMING,40.91,-77.92,Centre,30508.0
30328,16836,22525,PA,1147,FRENCHVILLE,41.14,-78.24,Clearfield,19638.0
30329,16838,37126,PA,1891,GRAMPIAN,40.96,-78.61,Clearfield,19633.0
30330,16839,8198,PA,636,GRASSFLAT,41.01,-78.11,Clearfield,12890.0
30331,16840,9238,PA,587,HAWK RUN,40.94,-78.21,Clearfield,15738.0
30332,16841,129401,PA,5870,HOWARD,41.01,-77.65,Centre,22044.0
30333,16841,129401,PA,5870,HOWARD,41.01,-77.65,Clinton,22044.0
30334,16843,10005,PA,379,HYDE,41.0,-78.46,Clearfield,26398.0
30335,16844,66409,PA,2815,JULIAN,40.91,-77.93,Centre,23591.0
30336,16845,13313,PA,967,KARTHAUS,41.11,-78.12,Centre,13767.0
30337,16845,13313,PA,967,KARTHAUS,41.11,-78.12,Clearfield,13767.0
30338,16847,8406,PA,312,KYLERTOWN,40.99,-78.16,Clearfield,26942.0
30339,16848,8682,PA,367,LAMAR,41.01,-77.51,Clinton,23657.0
30340,16849,8882,PA,352,LANSE,40.97,-78.13,Clearfield,25233.0
30341,16851,42602,PA,723,LEMONT,40.78,-77.9,Centre,58924.0
30342,16852,6245,PA,330,MADISONBURG,40.94,-77.49,Centre,18924.0
30343,16853,24420,PA,187,MILESBURG,40.94,-77.79,Centre,130588.0
30344,16854,23363,PA,829,MILLHEIM,40.89,-77.47,Centre,28182.0
30345,16855,4453,PA,330,MINERAL SPRINGS,40.98,-78.35,Clearfield,13494.0
30346,16858,79630,PA,3990,MORRISDALE,41.01,-78.22,Clearfield,19957.0
30347,16859,9230,PA,527,MOSHANNON,41.02,-78.04,Centre,17514.0
30348,16860,7402,PA,291,MUNSON,40.96,-78.18,Centre,25436.0
30349,16860,7402,PA,291,MUNSON,40.96,-78.18,Clearfield,25436.0
30350,16861,4436,PA,303,NEW MILLPORT,40.88,-78.48,Clearfield,14640.0
30351,16863,15112,PA,679,OLANTA,40.9,-78.5,Clearfield,22256.0
30352,16865,65004,PA,2055,PENNSYLVANIA FURNACE,40.72,-77.98,Centre,31632.0
30353,16865,65004,PA,2055,PENNSYLVANIA FURNACE,40.72,-77.98,Huntingdon,31632.0
30354,16866,184855,PA,10169,PHILIPSBURG,40.89,-78.21,Centre,18178.0
30355,16866,184855,PA,10169,PHILIPSBURG,40.89,-78.21,Clearfield,18178.0
30356,16868,24898,PA,317,PINE GROVE MILLS,40.73,-77.87,Centre,78543.0
30357,16870,358639,PA,7001,PORT MATILDA,40.79,-78.05,Centre,51227.0
30358,16872,23474,PA,1486,REBERSBURG,40.94,-77.49,Centre,15797.0
30359,16874,30646,PA,1532,SNOW SHOE,41.02,-77.95,Centre,20004.0
30360,16875,111316,PA,4528,SPRING MILLS,40.86,-77.57,Centre,24584.0
30361,16876,5664,PA,304,WALLACETON,40.96,-78.29,Clearfield,18632.0
30362,16877,57982,PA,1689,WARRIORS MARK,40.7,-78.11,Centre,34329.0
30363,16877,57982,PA,1689,WARRIORS MARK,40.7,-78.11,Huntingdon,34329.0
30364,16878,42653,PA,1629,WEST DECATUR,40.94,-78.36,Clearfield,26184.0
30365,16879,6982,PA,345,WINBURNE,40.97,-78.15,Clearfield,20238.0
30366,16881,41012,PA,2148,WOODLAND,40.99,-78.38,Clearfield,19093.0
30367,16882,6217,PA,322,WOODWARD,40.92,-77.3,Centre,19307.0
30368,16901,260254,PA,10276,WELLSBORO,41.74,-77.3,Tioga,25326.0
30369,16912,40708,PA,1781,BLOSSBURG,41.68,-77.06,Tioga,22857.0
30370,16914,50786,PA,2208,COLUMBIA CROSS ROADS,41.83,-76.8,Bradford,23001.0
30371,16915,139887,PA,6123,COUDERSPORT,41.77,-78.01,Potter,22846.0
30372,16917,31079,PA,1307,COVINGTON,41.74,-77.07,Tioga,23779.0
30373,16920,34240,PA,2097,ELKLAND,41.98,-77.31,Tioga,16328.0
30374,16921,10751,PA,536,GAINES,41.78,-77.54,Tioga,20058.0
30375,16922,36146,PA,1983,GALETON,41.73,-77.64,Potter,18228.0
30376,16923,23626,PA,1544,GENESEE,41.98,-77.9,Potter,15302.0
30377,16925,71953,PA,3483,GILLETT,41.95,-76.79,Bradford,20658.0
30378,16926,17375,PA,910,GRANVILLE SUMMIT,41.71,-76.77,Bradford,19093.0
30379,16927,8962,PA,625,HARRISON VALLEY,41.92,-77.67,Potter,14339.0
30380,16928,27465,PA,1383,KNOXVILLE,41.95,-77.43,Tioga,19859.0
30381,16929,51524,PA,2378,LAWRENCEVILLE,41.99,-77.12,Tioga,21667.0
30382,16930,33637,PA,1306,LIBERTY,41.55,-77.1,Lycoming,25756.0
30383,16930,33637,PA,1306,LIBERTY,41.55,-77.1,Tioga,25756.0
30384,16932,15833,PA,778,MAINESBURG,41.78,-76.96,Tioga,20351.0
30385,16933,133539,PA,7124,MANSFIELD,41.8,-77.07,Tioga,18745.0
30386,16935,27593,PA,1399,MIDDLEBURY CENTER,41.89,-77.3,Tioga,19723.0
30387,16936,45339,PA,1986,MILLERTON,41.98,-76.95,Tioga,22829.0
30388,16938,14864,PA,723,MORRIS,41.65,-77.27,Lycoming,20559.0
30389,16938,14864,PA,723,MORRIS,41.65,-77.27,Tioga,20559.0
30390,16942,14077,PA,815,OSCEOLA,41.98,-77.38,Tioga,17272.0
30391,16943,8508,PA,469,SABINSVILLE,41.84,-77.54,Potter,18141.0
30392,16946,55501,PA,2456,TIOGA,41.9,-77.13,Tioga,22598.0
30393,16947,111661,PA,5162,TROY,41.78,-76.78,Bradford,21631.0
30394,16948,29684,PA,1672,ULYSSES,41.9,-77.75,Potter,17754.0
30395,16950,64933,PA,3416,WESTFIELD,41.91,-77.54,Potter,19008.0
30396,16950,64933,PA,3416,WESTFIELD,41.91,-77.54,Tioga,19008.0
30397,17002,11052,PA,719,ALLENSVILLE,40.53,-77.81,Huntingdon,15371.0
30398,17002,11052,PA,719,ALLENSVILLE,40.53,-77.81,Mifflin,15371.0
30399,17003,343435,PA,11491,ANNVILLE,40.33,-76.5,Dauphin,29887.0
30400,17003,343435,PA,11491,ANNVILLE,40.33,-76.5,Lebanon,29887.0
30401,17004,89582,PA,4773,BELLEVILLE,40.6,-77.72,Mifflin,18768.0
30402,17005,7603,PA,362,BERRYSBURG,40.6,-76.8,Dauphin,21003.0
30403,17006,21414,PA,1010,BLAIN,40.33,-77.51,Perry,21202.0
30404,17007,224154,PA,5598,BOILING SPRINGS,40.15,-77.13,Cumberland,40042.0
30405,17009,38231,PA,1968,BURNHAM,40.63,-77.56,Mifflin,19426.0
30406,17011,1292344,PA,35305,CAMP HILL,40.24,-76.92,Cumberland,36605.0
30407,17011,1292344,PA,35305,CAMP HILL,40.24,-76.92,York,36605.0
30408,17013,944637,PA,35367,CARLISLE,40.2,-77.2,Cumberland,26710.0
30409,17015,838477,PA,21634,CARLISLE,40.15,-77.26,Cumberland,38757.0
30410,17016,35624,PA,883,CORNWALL,40.26,-76.4,Lebanon,40344.0
30411,17017,43812,PA,1574,DALMATIA,40.65,-76.87,Dauphin,27835.0
30412,17018,141999,PA,4468,DAUPHIN,40.36,-76.93,Dauphin,31781.0
30413,17019,648413,PA,18338,DILLSBURG,40.11,-77.03,Adams,35359.0
30414,17019,648413,PA,18338,DILLSBURG,40.11,-77.03,Cumberland,35359.0
30415,17019,648413,PA,18338,DILLSBURG,40.11,-77.03,York,35359.0
30416,17020,232011,PA,9177,DUNCANNON,40.39,-77.02,Dauphin,25282.0
30417,17020,232011,PA,9177,DUNCANNON,40.39,-77.02,Perry,25282.0
30418,17021,18981,PA,881,EAST WATERFORD,40.36,-77.67,Juniata,21545.0
30419,17022,964741,PA,29965,ELIZABETHTOWN,40.15,-76.59,Dauphin,32196.0
30420,17022,964741,PA,29965,ELIZABETHTOWN,40.15,-76.59,Lancaster,32196.0
30421,17023,82478,PA,3649,ELIZABETHVILLE,40.54,-76.81,Dauphin,22603.0
30422,17024,52541,PA,2003,ELLIOTTSBURG,40.36,-77.26,Perry,26231.0
30423,17025,615688,PA,17034,ENOLA,40.28,-76.93,Cumberland,36145.0
30424,17025,615688,PA,17034,ENOLA,40.28,-76.93,Perry,36145.0
30425,17026,97266,PA,3627,FREDERICKSBURG,40.45,-76.42,Berks,26817.0
30426,17026,97266,PA,3627,FREDERICKSBURG,40.45,-76.42,Lebanon,26817.0
30427,17027,7799,PA,2311,GRANTHAM,40.23,-77.02,Cumberland,3375.0
30428,17028,97181,PA,3718,GRANTVILLE,40.39,-76.68,Dauphin,26138.0
30429,17028,97181,PA,3718,GRANTVILLE,40.39,-76.68,Lebanon,26138.0
30430,17029,6017,PA,354,GRANVILLE,40.54,-77.6,Mifflin,16997.0
30431,17030,18469,PA,935,GRATZ,40.6,-76.71,Dauphin,19753.0
30432,17032,226306,PA,8342,HALIFAX,40.46,-76.93,Dauphin,27129.0
30433,17033,617055,PA,17248,HERSHEY,40.28,-76.64,Dauphin,35775.0
30434,17033,617055,PA,17248,HERSHEY,40.28,-76.64,Lebanon,35775.0
30435,17034,51211,PA,2275,HIGHSPIRE,40.2,-76.78,Dauphin,22510.0
30436,17035,14728,PA,931,HONEY GROVE,40.42,-77.55,Juniata,15820.0
30437,17036,1138466,PA,22750,HUMMELSTOWN,40.26,-76.71,Dauphin,50042.0
30438,17037,21150,PA,928,ICKESBURG,40.49,-77.29,Perry,22791.0
30439,17038,206870,PA,8603,JONESTOWN,40.41,-76.48,Lebanon,24046.0
30440,17040,66594,PA,2265,LANDISBURG,40.34,-77.3,Perry,29401.0
30441,17042,1103970,PA,36957,LEBANON,40.34,-76.42,Lebanon,29872.0
30442,17043,239620,PA,5708,LEMOYNE,40.24,-76.89,Cumberland,41980.0
30443,17044,426103,PA,21063,LEWISTOWN,40.59,-77.57,Mifflin,20230.0
30444,17045,78540,PA,3092,LIVERPOOL,40.57,-76.99,Perry,25401.0
30445,17046,584251,PA,31533,LEBANON,40.34,-76.42,Lebanon,18528.0
30446,17047,59074,PA,2759,LOYSVILLE,40.38,-77.33,Perry,21411.0
30447,17048,77072,PA,4060,LYKENS,40.56,-76.69,Dauphin,18983.0
30448,17049,76068,PA,3255,MC ALISTERVILLE,40.65,-77.28,Juniata,23370.0
30449,17050,1853748,PA,35908,MECHANICSBURG,40.24,-77.02,Cumberland,51625.0
30450,17051,92268,PA,4690,MC VEYTOWN,40.49,-77.74,Mifflin,19673.0
30451,17052,29081,PA,1553,MAPLETON DEPOT,40.37,-77.97,Huntingdon,18726.0
